"id","airport_type","name","country","city","iso_region","municipality","gps_code","iata_code","altitude","continent","local_code","coordinates"
4665,small_airport,Lengbati Airport,PG,"",PG-MPL,"",AYLT,LNC,"5750",OC,LNG,"147.368638889, -6.384611111110001"
4666,small_airport,Munbil Airport,PG,"",PG-SAN,"",AYYM,LNF,"3126",OC,MBL,"141.220165, -4.855941"
4667,small_airport,Langimar Airport,PG,"",PG-MPL,"",AYLN,LNM,"5127",OC,LNM,"146.227083333, -7.22313888889"
4668,heliport,Monaco Heliport,MC,Fontvieille,MC-U-A,"",LNMC,MCM,"20",EU,"","7.4191699028, 43.7256011963"
4669,closed,Loani Airport,PG,Loani,PG-MBA,"","",LNQ,"150",OC,"","150.5931, -10.5815"
4670,closed,Loen Airport,MH,Loen Island,MH-NMU,"","",LOF,"23",OC,"","168.2357, 7.7575"
4671,small_airport,Hohenems-Dornbirn Airport,AT,Hohenems / Dornbirn,AT-8,"",LOIH,HOH,"1352",EU,"","9.69999980927, 47.3849983215"
4672,small_airport,Francisco Primo de Verdad y Ramos Airport,MX,Lagos de Moreno,MX-JAL,"","",LOM,"6227",NA,LMO,"-101.9441, 21.2581"
4673,heliport,Lowe AHP (Fort Rucker) Heliport,US,Fort Rucker Ozark,US-AL,"",KLOR,LOR,"294",NA,LOR,"-85.75119781, 31.35580063"
4674,medium_airport,Graz Airport,AT,Graz,AT-6,"",LOWG,GRZ,"1115",EU,"","15.439599990844727, 46.9911003112793"
4675,medium_airport,Innsbruck Airport,AT,Innsbruck,AT-7,"",LOWI,INN,"1907",EU,"","11.344, 47.260201"
4676,medium_airport,Klagenfurt Airport,AT,Klagenfurt am WÃ¶rthersee,AT-2,"",LOWK,KLU,"1472",EU,"","14.3377, 46.642502"
4677,medium_airport,Linz HÃ¶rsching Airport,AT,Linz,AT-4,"",LOWL,LNZ,"980",EU,"","14.1875, 48.2332"
4678,medium_airport,Salzburg Airport,AT,Salzburg,AT-5,"",LOWS,SZG,"1411",EU,"","13.0043001175, 47.793300628699996"
4679,large_airport,Vienna International Airport,AT,Vienna,AT-9,"",LOWW,VIE,"600",EU,"","16.569700241089, 48.110298156738"
4680,medium_airport,Alverca Air Base,PT,Vila Franca de Xira,PT-11,"",LPAR,AVR,"11",EU,"","-9.0301, 38.883301"
4681,medium_airport,Santa Maria Airport,PT,Vila do Porto,PT-20,"",LPAZ,SMA,"308",EU,"","-25.17060089111328, 36.97140121459961"
4682,medium_airport,BraganÃ§a Airport,PT,BraganÃ§a,PT-04,"",LPBG,BGC,"2241",EU,"","-6.70713, 41.8578"
4683,medium_airport,Beja Airport / Airbase,PT,Beja,PT-02,"",LPBJ,BYJ,"636",EU,"","-7.9324, 38.078899"
4684,medium_airport,Braga Municipal Aerodrome,PT,Braga,PT-03,"",LPBR,BGZ,"247",EU,"","-8.445139884949999, 41.5871009827"
4685,small_airport,Aerodromo de Chaves,PT,Chaves,PT-17,"",LPCH,CHV,"1181",EU,"","-7.463064, 41.722356"
4686,small_airport,Corvo Airport,PT,Corvo,PT-20,"",LPCR,CVU,"",EU,"","-31.1136, 39.671501"
4687,medium_airport,Cascais Airport,PT,Cascais,PT-11,"",LPCS,CAT,"325",EU,"","-9.35523, 38.724998"
4688,medium_airport,Flores Airport,PT,Santa Cruz das Flores,PT-20,"",LPFL,FLW,"112",EU,"","-31.131399154663086, 39.455299377441406"
4689,large_airport,Faro Airport,PT,Faro,PT-08,"",LPFR,FAO,"24",EU,"","-7.96590995789, 37.0144004822"
4690,medium_airport,Graciosa Airport,PT,Santa Cruz da Graciosa,PT-20,"",LPGR,GRW,"86",EU,"","-28.029800415039062, 39.092201232910156"
4691,medium_airport,Horta Airport,PT,Horta,PT-20,"",LPHR,HOR,"118",EU,"","-28.715900421142578, 38.519901275634766"
4692,large_airport,Lajes Airport,PT,Praia da VitÃ³ria,PT-20,"",LPLA,TER,"180",EU,"","-27.090799, 38.761799"
4693,medium_airport,Madeira Airport,PT,Funchal,PT-30,"",LPMA,FNC,"192",EU,"","-16.7745, 32.697899"
4694,medium_airport,Monte Real Air Base,PT,"",PT-10,"",LPMR,QLR,"187",EU,"","-8.8875, 39.828335"
4695,large_airport,JoÃ£o Paulo II Airport,PT,Ponta Delgada,PT-20,"",LPPD,PDL,"259",EU,"","-25.6979007721, 37.7411994934"
4696,medium_airport,Pico Airport,PT,Pico Island,PT-20,"",LPPI,PIX,"109",EU,"","-28.441299, 38.554298"
4697,medium_airport,PortimÃ£o Airport,PT,PortimÃ£o,PT-08,"",LPPM,PRM,"5",EU,"","-8.58396, 37.1493"
4698,large_airport,Francisco de SÃ¡ Carneiro Airport,PT,Porto,PT-13,"",LPPR,OPO,"228",EU,"","-8.68138980865, 41.2481002808"
4699,medium_airport,Porto Santo Airport,PT,Vila Baleira,PT-30,"",LPPS,PXO,"341",EU,"","-16.3500003815, 33.0733985901"
4700,large_airport,Humberto Delgado Airport (Lisbon Portela Airport),PT,Lisbon,PT-11,"",LPPT,LIS,"374",EU,"","-9.13592, 38.7813"
4701,closed,Sines Airport,PT,"",PT-15,"",LPSI,SIE,"",EU,"","-8.817301, 37.941692"
4703,medium_airport,Vila Real Airport,PT,Vila Real,PT-17,"",LPVR,VRL,"1805",EU,"","-7.72047, 41.2743"
4704,medium_airport,Aerodromo Goncalves Lobato (Viseu Airport),PT,Viseu,PT-18,"",LPVZ,VSE,"2060",EU,"","-7.88899, 40.725498"
4705,medium_airport,Banja Luka International Airport,BA,Banja Luka,BA-SRP,"",LQBK,BNX,"400",EU,"","17.297500610351562, 44.94139862060547"
4706,medium_airport,Mostar International Airport,BA,Mostar,BA-BIH,"",LQMO,OMO,"156",EU,"","17.84589958190918, 43.282901763916016"
4707,large_airport,Sarajevo International Airport,BA,Sarajevo,BA-BIH,"",LQSA,SJJ,"1708",EU,"","18.331499099731445, 43.82460021972656"
4708,medium_airport,Tuzla International Airport,BA,Tuzla,BA-BIH,"",LQTZ,TZL,"784",EU,"","18.72480010986328, 44.45869827270508"
4709,medium_airport,Arad International Airport,RO,Arad,RO-AR,"",LRAR,ARW,"352",EU,"","21.261999130249023, 46.17660140991211"
4710,medium_airport,BacÄu Airport,RO,BacÄu,RO-BC,"",LRBC,BCM,"607",EU,"","26.91029930114746, 46.52190017700195"
4711,medium_airport,MaramureÈ International Airport,RO,Baia Mare,RO-MM,"",LRBM,BAY,"605",EU,"","23.467252, 47.660598"
4712,medium_airport,BÄneasa International Airport,RO,Bucharest,RO-B,"",LRBS,BBU,"297",EU,"","26.102100372314453, 44.50320053100586"
4713,medium_airport,Mihail KogÄlniceanu International Airport,RO,ConstanÅ£a,RO-CT,"",LRCK,CND,"353",EU,"","28.488300323486328, 44.36220169067383"
4714,medium_airport,Cluj-Napoca International Airport,RO,Cluj-Napoca,RO-CJ,"",LRCL,CLJ,"1036",EU,"","23.686199188232422, 46.78519821166992"
4715,medium_airport,CaransebeÅ Airport,RO,CaransebeÅ,RO-CS,"",LRCS,CSB,"866",EU,"","22.253299713134766, 45.41999816894531"
4716,medium_airport,Craiova Airport,RO,Craiova,RO-DJ,"",LRCV,CRA,"626",EU,"","23.888599395751953, 44.31809997558594"
4717,medium_airport,IaÅi Airport,RO,IaÅi,RO-IS,"",LRIA,IAS,"397",EU,"","27.6205997467041, 47.17850112915039"
4718,closed,Sharpe AAF,US,Lathrop,US-CA,"","",LRO,"55",NA,"","-121.272805556, 37.837916666699996"
4719,medium_airport,Oradea International Airport,RO,Oradea,RO-BH,"",LROD,OMR,"465",EU,"","21.90250015258789, 47.025299072265625"
4720,large_airport,Henri CoandÄ International Airport,RO,Bucharest,RO-B,"",LROP,OTP,"314",EU,"","26.085, 44.5711111"
4721,medium_airport,Sibiu International Airport,RO,Sibiu,RO-SB,"",LRSB,SBZ,"1496",EU,"","24.091299057006836, 45.78559875488281"
4722,medium_airport,Satu Mare Airport,RO,Satu Mare,RO-SM,"",LRSM,SUJ,"405",EU,"","22.885700225830078, 47.70330047607422"
4723,medium_airport,Suceava Stefan cel Mare Airport,RO,Suceava,RO-SV,"",LRSV,SCV,"1375",EU,"","26.35409927368164, 47.6875"
4724,medium_airport,Tulcea Airport,RO,Tulcea,RO-TL,"",LRTC,TCE,"200",EU,"","28.71430015563965, 45.0625"
4725,medium_airport,Transilvania TÃ¢rgu MureÅ International Airport,RO,TÃ¢rgu MureÅ,RO-MS,"",LRTM,TGM,"963",EU,"","24.412500381469727, 46.46770095825195"
4726,medium_airport,TimiÅoara Traian Vuia Airport,RO,TimiÅoara,RO-TM,"",LRTR,TSR,"348",EU,"","21.337900161743164, 45.809898376464844"
4727,large_airport,Geneva Cointrin International Airport,CH,Geneva,CH-GE,"",LSGG,GVA,"1411",EU,"","6.108950138092041, 46.23809814453125"
4728,small_airport,Neuchatel Airport,CH,"",CH-NE,"",LSGN,QNC,"1427",EU,"","6.86471986771, 46.9575004578"
4729,medium_airport,Sion Airport,CH,Sion,CH-VS,"",LSGS,SIR,"1585",EU,"","7.326759815220001, 46.219600677500004"
4730,medium_airport,Emmen Air Base,CH,"",CH-LU,"",LSME,EML,"1400",EU,"","8.305184, 47.092444"
4731,closed,Interlaken Air Base,CH,"",CH-BE,"",LSMI,ZIN,"",EU,"","7.8790798, 46.6766014"
4732,medium_airport,Lugano Airport,CH,Lugano,CH-TI,"",LSZA,LUG,"915",EU,"","8.9105796814, 46.00429916379999"
4733,medium_airport,Bern Belp Airport,CH,Bern,CH-BE,"",LSZB,BRN,"1674",EU,"","7.497149944309999, 46.914100647"
4734,small_airport,Buochs Airport,CH,Buochs,CH-NW,"",LSZC,BXO,"1475",EU,"","8.396944, 46.974444"
4735,closed,Ascona Airport,CH,Ascona,CH-TI,"",LSZD,ACO,"655",EU,"","8.78194046021, 46.157798767100005"
4736,medium_airport,Grenchen Airport,CH,Grenchen,CH-SO,"",LSZG,ZHI,"1411",EU,"","7.41719, 47.181599"
4737,large_airport,ZÃ¼rich Airport,CH,Zurich,CH-ZH,"",LSZH,ZRH,"1416",EU,"","8.54917, 47.464699"
4738,small_airport,Locarno Airport,CH,Locarno,CH-TI,"",LSZL,ZJI,"650",EU,"","8.87860965729, 46.160800933800004"
4739,medium_airport,St Gallen Altenrhein Airport,CH,Altenrhein,CH-SG,"",LSZR,ACH,"1306",EU,"","9.560770034789998, 47.4850006104"
4740,medium_airport,Samedan Airport,CH,"",CH-GR,"",LSZS,SMV,"5600",EU,"","9.884110450744629, 46.53409957885742"
4741,small_airport,Imroz Airport,TR,GÃ¶kÃ§eada,TR-17,"",LTFK,GKD,"73",AS,LTFK,"25.883301, 40.204498"
4742,large_airport,EsenboÄa International Airport,TR,Ankara,TR-06,"",LTAC,ESB,"3125",AS,"","32.995098114, 40.128101348899996"
4743,medium_airport,Etimesgut Air Base,TR,Ankara,TR-06,"",LTAD,ANK,"2653",AS,"","32.6885986328, 39.949798584"
4744,large_airport,Adana Airport,TR,Adana,TR-01,"",LTAF,ADA,"65",AS,"","35.280399322499996, 36.9822006226"
4745,medium_airport,Ä°ncirlik Air Base,TR,Adana,TR-01,"",LTAG,UAB,"238",AS,"","35.4258995056, 37.002101898199996"
4746,medium_airport,Afyon Airport,TR,Afyonkarahisar,TR-03,"",LTAH,AFY,"3310",AS,"","30.6011009216, 38.726398468"
4747,large_airport,Antalya International Airport,TR,Antalya,TR-07,"",LTAI,AYT,"177",AS,"","30.800501, 36.898701"
4748,large_airport,Gaziantep International Airport,TR,Gaziantep,TR-27,"",LTAJ,GZT,"2315",AS,"","37.4786987305, 36.9472007751"
4749,small_airport,Kastamonu Airport,TR,Kastamonu,TR-37,"",LTAL,KFS,"3520",AS,"","33.795799255371094, 41.31420135498047"
4750,medium_airport,Konya Airport,TR,Konya,TR-42,"",LTAN,KYA,"3392",AS,"","32.561901, 37.979"
4751,small_airport,Amasya Merzifon Airport,TR,Amasya,TR-05,"",LTAP,MZH,"1758",AS,"","35.521999, 40.829399"
4752,small_airport,Sivas Nuri DemiraÄ Airport,TR,Sivas,TR-58,"",LTAR,VAS,"5239",AS,"","36.9035, 39.813801"
4753,small_airport,Zonguldak Airport,TR,Zonguldak,TR-67,"",LTAS,ONQ,"39",AS,"","32.0886001587, 41.506401062"
4754,medium_airport,Malatya ErhaÃ§ Airport,TR,Malatya,TR-44,"",LTAT,MLX,"2828",AS,"","38.0909996033, 38.435298919699996"
4755,medium_airport,Kayseri Erkilet Airport,TR,Kayseri,TR-38,"",LTAU,ASR,"3463",AS,"","35.4953994751, 38.770401001"
4756,medium_airport,Tokat Airport,TR,Tokat,TR-60,"",LTAW,TJK,"1831",AS,"","36.367408752441406, 40.307430267333984"
4757,medium_airport,Ãardak Airport,TR,Denizli,TR-20,"",LTAY,DNZ,"2795",AS,"","29.7012996674, 37.7855987549"
4758,small_airport,NevÅehir Kapadokya Airport,TR,NevÅehir,TR-50,"",LTAZ,NAV,"3100",AS,"","34.5345, 38.7719"
4759,closed,Latrobe Airport,AU,Latrobe,AU-TAS,"","",LTB,"12",OC,"","146.396169662, -41.235188030699994"
4760,large_airport,AtatÃ¼rk International Airport,TR,Istanbul,TR-34,"",LTBA,ISL,"163",AS,"","28.8146, 40.976898"
4761,small_airport,ÃÄ±ldÄ±r Airport,TR,AydÄ±n,TR-09,"",LTBD,CII,"102",AS,"","27.895299911499997, 37.8149986267"
4762,small_airport,Bursa Airport,TR,Bursa,TR-16,"",LTBE,BTZ,"331",AS,"","29.009199142456055, 40.233299255371094"
4763,medium_airport,BalÄ±kesir Merkez Airport,TR,"",TR-10,"",LTBF,BZI,"340",AS,"","27.926000595092773, 39.619300842285156"
4764,medium_airport,BandÄ±rma Airport,TR,"",TR-10,"",LTBG,BDM,"170",AS,"","27.977699279785156, 40.31800079345703"
4765,medium_airport,Ãanakkale Airport,TR,Ãanakkale,TR-17,"",LTBH,CKZ,"23",AS,"","26.4267997742, 40.1376991272"
4766,medium_airport,EskiÅehir Air Base,TR,"",TR-26,"",LTBI,ESK,"2581",AS,"","30.582099914599997, 39.7840995789"
4767,large_airport,Adnan Menderes International Airport,TR,Ä°zmir,TR-35,"",LTBJ,ADB,"412",AS,"","27.156999588, 38.2924003601"
4768,medium_airport,ÃiÄli Airport,TR,"",TR-35,"",LTBL,IGL,"16",AS,"","27.010099411, 38.513000488299994"
4769,small_airport,UÅak Airport,TR,UÅak,TR-64,"",LTBO,USQ,"2897",AS,"","29.47170066833496, 38.68149948120117"
4770,medium_airport,Cengiz Topel Airport,TR,"",TR-41,"",LTBQ,KCO,"182",AS,"","30.08329963684082, 40.73500061035156"
4771,medium_airport,Bursa YeniÅehir Airport,TR,Bursa,TR-16,"",LTBR,YEI,"764",AS,"","29.5625991821, 40.2551994324"
4772,large_airport,Dalaman International Airport,TR,Dalaman,TR-48,"",LTBS,DLM,"20",AS,"","28.7924995422, 36.7131004333"
4773,medium_airport,TekirdaÄ Ãorlu Airport,TR,Ãorlu,TR-59,"",LTBU,TEQ,"574",EU,"","27.919099807739258, 41.13819885253906"
4774,small_airport,ImsÄ±k Airport,TR,"",TR-48,"",LTBV,BXN,"202",AS,"","27.669700622558594, 37.140098571777344"
4775,medium_airport,Anadolu Airport,TR,EskiÅehir,TR-26,"",LTBY,AOE,"2588",AS,"","30.5194, 39.809898"
4776,small_airport,Zafer Airport,TR,AltÄ±ntaÅ,TR-43,"",LTBZ,KZR,"3327",AS,"","30.128111, 39.113079"
4777,medium_airport,ElazÄ±Ä Airport,TR,ElazÄ±Ä,TR-23,"",LTCA,EZS,"2927",AS,"","39.2914009094, 38.6068992615"
4778,medium_airport,Diyarbakir Airport,TR,Diyarbakir,TR-21,"",LTCC,DIY,"2251",AS,"","40.201000213600004, 37.893901825"
4779,medium_airport,Erzincan Airport,TR,Erzincan,TR-24,"",LTCD,ERC,"3783",AS,"","39.527000427199994, 39.7102012634"
4780,large_airport,Erzurum International Airport,TR,Erzurum,TR-25,"",LTCE,ERZ,"5763",AS,"","41.17020034789999, 39.9565010071"
4781,medium_airport,Kars Airport,TR,Kars,TR-36,"",LTCF,KSY,"5889",AS,"","43.1150016784668, 40.562198638916016"
4782,large_airport,Trabzon International Airport,TR,Trabzon,TR-61,"",LTCG,TZX,"104",AS,"","39.78969955444336, 40.99509811401367"
4783,medium_airport,ÅanlÄ±urfa Airport,TR,ÅanlÄ±urfa,TR-63,"",LTCH,SFQ,"1483",AS,"","38.84709930419922, 37.09429931640625"
4784,medium_airport,Van Ferit Melen Airport,TR,Van,TR-65,"",LTCI,VAN,"5480",AS,"","43.332298278808594, 38.46820068359375"
4785,medium_airport,Batman Airport,TR,Batman,TR-72,"",LTCJ,BAL,"1822",AS,"","41.1166000366, 37.929000854499996"
4786,medium_airport,MuÅ Airport,TR,MuÅ,TR-49,"",LTCK,MSR,"4157",AS,"","41.66120147705078, 38.747798919677734"
4787,medium_airport,Siirt Airport,TR,Siirt,TR-56,"",LTCL,SXZ,"2001",AS,"","41.84040069580078, 37.97890090942383"
4788,small_airport,Sinop Airport,TR,Sinop,TR-57,"",LTCM,NOP,"20",AS,"","35.066398620605, 42.015800476074"
4789,medium_airport,KahramanmaraÅ Airport,TR,KahramanmaraÅ,TR-46,"",LTCN,KCM,"1723",AS,"","36.9535217285, 37.5388259888"
4790,medium_airport,AÄrÄ± Airport,TR,"",TR-04,"",LTCO,AJI,"5462",AS,"","43.025978088378906, 39.654541015625"
4791,medium_airport,AdÄ±yaman Airport,TR,AdÄ±yaman,TR-02,"",LTCP,ADF,"2216",AS,"","38.4688987732, 37.7313995361"
4792,medium_airport,Mardin Airport,TR,Mardin,TR-47,"",LTCR,MQM,"1729",AS,"","40.6316986084, 37.223300933800004"
4793,medium_airport,ÅanlÄ±urfa GAP Airport,TR,ÅanlÄ±urfa,TR-63,"",LTCS,GNY,"2708",AS,"","38.895592, 37.445663"
4794,medium_airport,ÅÄ±rnak Åerafettin ElÃ§i Airport,TR,ÅÄ±rnak,TR-73,"",LTCV,NKT,"2038",AS,"","42.0582, 37.3647"
4795,medium_airport,Hakkari YÃ¼ksekova Airport,TR,Hakkari,TR-30,"",LTCW,YKO,"6400",AS,"","44.2381, 37.5497"
4796,medium_airport,Hatay Airport,TR,Hatay,TR-31,"",LTDA,HTY,"269",AS,"","36.282222747800006, 36.36277771"
4797,small_airport,Leitre Airport,PG,Leitre,PG-SAN,"","",LTF,"32",OC,LRE,"141.6257, -2.8337"
4798,large_airport,SÃ¼leyman Demirel International Airport,TR,Isparta,TR-32,"",LTFC,ISE,"2835",AS,"","30.368400573699997, 37.8554000854"
4799,medium_airport,BalÄ±kesir KÃ¶rfez Airport,TR,Edremit,TR-10,"",LTFD,EDO,"50",AS,"","27.0137996674, 39.554599762"
4800,large_airport,Milas Bodrum International Airport,TR,Bodrum,TR-48,"",LTFE,BJV,"21",AS,"","27.6643009186, 37.25059890749999"
4801,small_airport,Samsun ÃarÅamba Airport,TR,Samsun,TR-55,"",LTFH,SZF,"18",AS,"","36.567101, 41.254501"
4802,large_airport,Sabiha GÃ¶kÃ§en International Airport,TR,Istanbul,TR-34,"",LTFJ,SAW,"312",AS,"","29.3092002869, 40.898601532"
4803,medium_airport,GazipaÅa Airport,TR,GazipaÅa,TR-07,"",LTFG,GZP,"86",AS,"","32.300598, 36.299217"
4804,closed,Lathrop Wells Airport / Jackass Aeropark,US,Amargosa Valley,US-NV,"","",LTH,"2650",NA,U75,"-116.4135, 36.6342"
4805,medium_airport,BÄlÈi International Airport,MD,BÄlÈi,MD-RS,"",LUBL,BZY,"758",EU,"","27.777222, 47.843056"
4806,medium_airport,ChiÅinÄu International Airport,MD,ChiÅinÄu,MD-C,"",LUKK,KIV,"399",EU,"","28.930999755859375, 46.92770004272461"
4807,medium_airport,Lublin Airport,PL,Lublin,PL-LU,"",EPLB,LUZ,"633",EU,"","22.713611, 51.240278"
4808,closed,Santana do Livramento Airport,BR,Santana do Livramento,BR-RS,"","",LVB,"1094",SA,"","-55.62565, -30.8354"
4809,closed,Yasser Arafat International Airport,PS,Rafah,PS-RFH,"",LVGZ,GZA,"320",AS,"","34.276100158691, 31.24640083313"
4810,small_airport,Lebak Rural Airport,PH,Lebak,PH-SUK,"","",LWA,"16",AS,"","124.0581, 6.6739"
4811,medium_airport,Ohrid St. Paul the Apostle Airport,MK,Ohrid,MK-003,"",LWOH,OHD,"2313",EU,"","20.7423, 41.18"
4812,large_airport,Skopje Alexander the Great Airport,MK,Skopje,MK-004,"",LWSK,SKP,"781",EU,"","21.621401, 41.961601"
4813,medium_airport,Gibraltar Airport,GI,Gibraltar,GI-U-A,"",LXGB,GIB,"15",EU,"","-5.3496599197400005, 36.1511993408"
4814,medium_airport,Brak Airport,LY,Brak,LY-SH,"","",BCQ,"1056",AF,"","14.272, 27.653"
4815,small_airport,Martubah Airport,LY,Derna,LY-DR,"","",DNF,"1235",AF,"","22.7450008392334, 32.54199981689453"
4816,small_airport,Misratah Airport,LY,Misratah,LY-MI,"",HLMS,MRA,"60",AF,"","15.0609998703, 32.325000762939"
4817,small_airport,Ubari Airport,LY,Ubari,LY-SH,"",HLUB,QUB,"1387",AF,"","12.82310009, 26.5674991608"
4818,large_airport,Belgrade Nikola Tesla Airport,RS,Belgrade,RS-00,"",LYBE,BEG,"335",EU,"","20.3090991974, 44.8184013367"
4819,small_airport,Berane Airport,ME,Berane,ME-03,"",LYBR,IVG,"2287",EU,"","19.86199951171875, 42.8390007019043"
4820,medium_airport,Batajnica Air Base,RS,Batajnica,RS-07,"",LYBT,BJY,"265",EU,"","20.2575, 44.935299"
4821,medium_airport,Nis Airport,RS,Nis,RS-20,"",LYNI,INI,"648",EU,"","21.853701, 43.337299"
4822,small_airport,Cenej Airport,RS,Novi Sad,RS-06,"",LYNS,QND,"266",EU,"","19.839199, 45.385799"
4823,large_airport,Podgorica Airport,ME,Podgorica,ME-16,"",LYPG,TGD,"141",EU,"","19.2519, 42.359402"
4824,medium_airport,Tivat Airport,ME,Tivat,ME-19,"",LYTV,TIV,"20",EU,"","18.72330093383789, 42.404701232910156"
4825,large_airport,M. R. Å tefÃ¡nik Airport,SK,Bratislava,SK-BL,"",LZIB,BTS,"436",EU,"","17.21269989013672, 48.17020034790039"
4826,medium_airport,KoÅ¡ice Airport,SK,KoÅ¡ice,SK-KI,"",LZKZ,KSC,"755",EU,"","21.241100311279297, 48.66310119628906"
4827,small_airport,LuÄenec Airport,SK,LuÄenec,SK-BC,"",LZLU,LUE,"",EU,"","19.73579978942871, 48.33940124511719"
4828,medium_airport,PieÅ¡Å¥any Airport,SK,PieÅ¡Å¥any,SK-TA,"",LZPP,PZY,"545",EU,"","17.828399658203125, 48.62519836425781"
4829,small_airport,PreÅ¡ov Air Base,SK,PreÅ¡ov,SK-PV,"",LZPW,POV,"1060",EU,"","21.315599441528, 49.02970123291"
4830,medium_airport,SliaÄ Airport,SK,SliaÄ,SK-BC,"",LZSL,SLD,"1043",EU,"","19.13409996032715, 48.63779830932617"
4831,medium_airport,Poprad-Tatry Airport,SK,Poprad,SK-KI,"",LZTT,TAT,"2356",EU,"","20.2411003113, 49.073600769"
4832,medium_airport,Å½ilina Airport,SK,Å½ilina,SK-ZI,"",LZZI,ILZ,"1020",EU,"","18.6135005951, 49.231498718299996"
4833,small_airport,Drummond Airport,US,Drummond,US-MT,"",KDRU,DRU,"4245",NA,M26,"-113.205002, 46.6208"
4834,small_airport,Goulimime Airport,MA,Goulimime,MA-TIZ,"",GMAG,GLN,"984",AF,"","-10.0502996445, 29.0266990662"
4835,small_airport,Ware Airport,US,Ware,US-MA,"",MA53,UWA,"483",NA,MA53,"-72.214797973633, 42.282001495361"
4836,small_airport,Mamai Airport,PG,Mamai,PG-CPM,"","",MAP,"90",OC,"","149.519166667, -10.290833333299998"
4837,medium_airport,JAGS McCartney International Airport,TC,Cockburn Town,TC-GT,"",MBGT,GDT,"13",NA,"","-71.14230346679688, 21.444499969482422"
4838,small_airport,Middle Caicos Airport,TC,Middle Caicos,TC-MC,"",MBMC,MDS,"9",NA,"","-71.8025, 21.82602"
4839,medium_airport,North Caicos Airport,TC,"",TC-NC,"",MBNC,NCA,"10",NA,"","-71.939598, 21.9175"
4840,small_airport,Pine Cay Airport,TC,Pine Cay,TC-PN,"",MBPI,PIC,"3",NA,"","-72.092344, 21.874948"
4841,medium_airport,Providenciales Airport,TC,Providenciales Island,TC-PR,"",MBPV,PLS,"15",NA,"","-72.26589965820312, 21.77359962463379"
4842,medium_airport,South Caicos Airport,TC,"",TC-SC,"",MBSC,XSC,"6",NA,"","-71.528503418, 21.515699386599998"
4843,small_airport,Salt Cay Airport,TC,Salt Cay,TC-SL,"",MBSY,SLX,"3",NA,"","-71.1999969482, 21.333000183099998"
4844,medium_airport,Maria Montez International Airport,DO,Barahona,DO-04,"",MDBH,BRX,"10",NA,"","-71.12039947509766, 18.25149917602539"
4845,medium_airport,Cabo Rojo Airport,DO,Cabo Rojo,DO-16,"",MDCR,CBJ,"262",NA,"","-71.6447982788086, 17.929000854492188"
4846,medium_airport,SamanÃ¡ El Catey International Airport,DO,Samana,DO-20,"",MDCY,AZS,"30",NA,"","-69.7419967651, 19.2670001984"
4847,small_airport,Constanza - ExpediciÃ³n 14 de Junio National Airport,DO,Costanza,DO-13,"",MDCZ,COZ,"3950",NA,"","-70.721900939941, 18.907499313354"
4848,closed,Herrera Airport,DO,Santo Domingo,DO-01,"",MDHE,HEX,"190",NA,"","-69.9693984985, 18.4696998596"
4849,medium_airport,La Isabela International Airport,DO,La Isabela,DO-01,"",MDJB,JBQ,"98",NA,"","-69.98560333251953, 18.572500228881836"
4850,medium_airport,Casa De Campo International Airport,DO,La Romana,DO-12,"",MDLR,LRM,"240",NA,"","-68.91179656982422, 18.450700759887695"
4851,large_airport,Punta Cana International Airport,DO,Punta Cana,DO-11,"",MDPC,PUJ,"47",NA,"","-68.36340332030001, 18.567399978599997"
4852,small_airport,Samana El Portillo Airport,DO,Samana,DO-20,"",MDPO,EPS,"30",NA,"","-69.4959121943, 19.3214150435"
4853,medium_airport,Gregorio Luperon International Airport,DO,Puerto Plata,DO-18,"",MDPP,POP,"15",NA,"","-70.56999969482422, 19.75790023803711"
4854,small_airport,Medfra Airport,US,Medfra,US-AK,"","",MDR,"435",NA,"","-154.719429016, 63.1060198183"
4855,large_airport,Las AmÃ©ricas International Airport,DO,Santo Domingo,DO-01,"",MDSD,SDQ,"59",NA,"","-69.668899536133, 18.42970085144"
4856,closed,San Juan Airport,DO,San Juan,DO-22,"",MDSJ,SJM,"1496",NA,"","-71.2333297729, 18.833332061799997"
4857,medium_airport,Cibao International Airport,DO,Santiago,DO-25,"",MDST,STI,"565",NA,"","-70.60469818115234, 19.406099319458008"
4858,small_airport,MÃ©douneu Airport,GQ,"MÃ©douneu, Gabon",GQ-CS,"","",MDV,"2100",AF,"","10.7552, 1.0085"
4859,small_airport,Loring International Airport,US,Limestone,US-ME,"",ME16,LIZ,"746",NA,ME16,"-67.885902, 46.950401"
4860,small_airport,Melfi Airport,TD,Melfi,TD-GR,"","",MEF,"1293",AF,"","17.944495, 11.060192"
4861,small_airport,Ambohibary Airport,MG,Moramanga,MG-A,"",FMFE,OHB,"2960",AF,OMB,"48.2181944444, -18.9175"
4862,small_airport,Doany Airport,MG,Doany,MG-D,"","",DOA,"",AF,"","49.510799407958984, -14.3681001663208"
4863,medium_airport,Coban Airport,GT,Coban,GT-AV,"",MGCB,CBV,"4339",NA,"","-90.40670013427734, 15.468999862670898"
4864,small_airport,Carmelita Airport,GT,Carmelita,GT-PE,"",MGCR,CMM,"753",NA,"","-90.05370330810547, 17.461200714111328"
4865,small_airport,Coatepeque Airport,GT,Coatepeque,GT-QZ,"",MGCT,CTF,"1486",NA,"","-91.88249969482422, 14.694199562072754"
